INCIDENT_REPORTED_DATE,CATEGORY,ADDRESS,INCIDENT_ID
4/6/2005,AGGRAVATED ASSAULT,"500 BAUCHET ST, LOS ANGELES, CA  90012",005-00478-5100
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"500 BAUCHET ST, LOS ANGELES, CA  90012",405-00556-5800
4/6/2005,FRAUD AND NSF CHECKS,", UNKNOWN, CA",405-04338-1615
4/6/2005,NARCOTICS,"LAKEWOOD BLVD AND SOMERSET BLVD, BELLFLOWER, CA  90706",405-09268-1332
4/6/2005,DRUNK DRIVING VEHICLE / BOAT,"LAKEWOOD BLVD AND N ARTESIA BLVD, BELLFLOWER, CA  90706",405-09269-1335
4/6/2005,JUVENILE NON-CRIMINAL,"500 E AVENUE Q-4, PALMDALE, CA",105-06101-2639
4/6/2005,ROBBERY,"HACIENDA BLVD AND LUJON AVE, HACIENDA HEIGHTS, CA",405-05481-1476
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"ROXBURGH AVE AND BROOKPORT ST, COVINA, CA",105-01970-0865
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"18700 LAXFORD RD, COVINA, CA",105-01971-0861
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"29400 THE OLD ROAD, CASTAIC, CA  91384",105-00441-5640
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"27100 SEA VISTA DR, MALIBU, CA  90265",105-01931-1012
4/6/2005,VEHICLE / BOATING LAWS,"CARSON ST AND GRACE AVE, CARSON, CA",105-04339-1618
4/6/2005,LARCENY THEFT,"14000 VALLEY VIEW AVE, LA MIRADA, CA  90638",105-06596-0472
4/6/2005,LARCENY THEFT,"9600 LAS TUNAS DR, TEMPLE CITY, CA  91780",505-05051-0521
4/6/2005,VEHICLE / BOATING LAWS,"2900 CUDAHY ST, HUNTINGTON PARK, CA",105-05418-2178
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"1200 BUELAH AVE, EAST LOS ANGELES, CA",105-03926-0272
4/6/2005,NARCOTICS,"WHITTIER BLVD AND COLOMBIA ST, PICO RIVERA, CA  90660",405-03140-1510
4/6/2005,SUICIDE AND ATTEMPT,"17400 TEMPLE AVE, EAST VALINDA, CA",005-05482-1442
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"29400 THE OLD ROAD, CASTAIC, CA  91384",405-00442-5640
4/6/2005,NARCOTICS,"45500 25TH ST E, LANCASTER, CA",105-00501-3600
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"1500 RINGS AVE, WEST HOLLYWOOD, CA  90069",105-02372-0987
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"1700 S OLEANDER AVE, COMPTON, CA  90220",405-05114-2836
4/6/2005,VANDALISM,"MEADOWRIDGE DR AND SAN FERNANDO RD, SANTA CLARITA, CA",105-05482-0628
4/6/2005,VEHICLE / BOATING LAWS,"ORANGE AVE AND TEMPLE AVE, LA PUENTE, CA",105-05483-1430
4/6/2005,SEX OFFENSES FELONIES,", LYNWOOD, CA  90262",005-05417-2115
4/6/2005,MISCELLANEOUS NON-CRIMINAL,,405-00005-2037
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"5000 E CESAR CHAVEZ AVE, EAST LOS ANGELES, CA  90022",105-80205-0282
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"ONE REGENT ST, INGLEWOOD, CA  90302",105-00217-4471
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"500 CLELA AVE, EAST LOS ANGELES, CA  90022",105-80209-0285
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"1400 MORROW PL, EAST LOS ANGELES, CA  90022",105-80208-0286
4/6/2005,NON-AGGRAVATED ASSAULTS,"500 BAUCHET, LOS ANGELES, CA  90012",005-00558-5800
4/6/2005,NON-AGGRAVATED ASSAULTS,"200 W COMMONWEALTH AVE, ALHAMBRA, CA  91801",105-00152-4134
4/6/2005,NON-AGGRAVATED ASSAULTS,"500 CIVIC CENTER PLZ, POMONA, CA  91766",105-00153-4132
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"500 BAUCHET ST, LOS ANGELES, CA  90012",105-00559-5800
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"500 BAUCHET ST, LOS ANGELES, CA  90012",005-00560-5800
4/6/2005,NON-AGGRAVATED ASSAULTS,"500 W OCEAN BLVD, LONG BEACH, CA  90802",105-00218-4491
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"500 BAUCHET ST, LOS ANGELES, CA  90012",005-00561-5800
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"9000 GARVEY AVE, ROSEMEAD, CA  91770",105-00448-3410
4/7/2005,VANDALISM,"6TH ST AND FRASER AVE, EAST LOS ANGELES, CA  90022",105-80215-0285
4/7/2005,NON-AGGRAVATED ASSAULTS,"4010 E RAMBOZ AND KENNEDY ELEMENTARY SCHOOL, EAST LOS ANGELES, CA  90063",105-80214-0272
4/7/2005,ACCIDENTS MISCELLANEOUS,"300 W TEMPLE ST, LOS ANGELES, CA",405-00151-4016
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"1800 MAIN ST, SANTA MONICA, CA  90401",105-00219-4480
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"500 BAUCHET ST, LOS ANGELES, CA  90012",405-00629-5120
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"HACIENDA BLVD AND GALE AVE, INDUSTRY, CA",405-00452-3400
4/7/2005,MISCELLANEOUS NON-CRIMINAL,,505-00152-4016
4/7/2005,BURGLARY,"22200 S FIGUEROA ST, CARSON, CA",505-04412-1617
4/7/2005,VANDALISM,"21900 BONITA ST, CARSON, CA  90745",405-04413-1628
4/7/2005,VANDALISM,"21900 BONITA ST, CARSON, CA  90745",105-04414-1628
4/7/2005,VANDALISM,"21900 BONITA ST, CARSON, CA  90745",105-04415-1628
4/7/2005,VANDALISM,"21900 BONITA ST, CARSON, CA  90745",405-04416-1628
4/7/2005,VANDALISM,"21900 BONITA ST, CARSON, CA  90745",105-04417-1628
4/7/2005,BURGLARY,"22400 S MAIN ST, CARSON, CA",405-04422-1624
4/7/2005,LARCENY THEFT,"22400 S MAIN ST, CARSON, CA",505-04423-1624
4/7/2005,NARCOTICS,"12100 S WILMINGTON AVE, LOS ANGELES, CA  90059",405-80868-2133
4/7/2005,VEHICLE / BOATING LAWS,"WILMINGTON AVE AND 118TH ST, WILLOWBROOK, CA  90059",105-80862-2133
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"11800 S ALAMEDA ST, LYNWOOD, CA  90262",105-00014-5700
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"500 BAUCHET ST, LOS ANGELES, CA  90012",105-00563-5800
4/8/2005,MISCELLANEOUS NON-CRIMINAL,"500 BAUCHET ST, LOS ANGELES, CA  90012",105-00564-5800
4/8/2005,WARRANTS,", DOWNEY, CA",405-00636-5120
4/8/2005,MISCELLANEOUS NON-CRIMINAL,"1100 W CARSON ST, TORRANCE, CA",105-04467-1695
4/8/2005,MISCELLANEOUS NON-CRIMINAL,"7300 SEVILLE AVE, HUNTINGTON PARK, CA  90255",105-80830-2178
4/8/2005,MISCELLANEOUS NON-CRIMINAL,"2000 S HILL ST, LOS ANGELES, CA",105-00157-4013
4/8/2005,MISCELLANEOUS NON-CRIMINAL,"COMPTON AND GAGE, FLORENCE, CA  90001",105-80861-2170
4/8/2005,MISCELLANEOUS NON-CRIMINAL,"130TH ST AND WILMINGTON AVE, COMPTON, CA",105-80825-2137
4/8/2005,MISCELLANEOUS NON-CRIMINAL,"4400 SANTO TOMAS DR, LOS ANGELES, CA  90008",105-80827-2116
4/8/2005,MISCELLANEOUS NON-CRIMINAL,"3000 BEECHWOOD AVE, LYNWOOD, CA",105-80828-2112
4/8/2005,MISCELLANEOUS NON-CRIMINAL,"9500 KALMIA ST, LOS ANGELES, CA  90002",105-80829-2177
4/8/2005,MISCELLANEOUS NON-CRIMINAL,"120TH ST AND WILMINGTON AVE, LOS ANGELES, CA",105-80678-2133
4/8/2005,VEHICLE / BOATING LAWS,"120TH ST AND WILMINGTON, COMPTON, CA",105-80823-2133
4/8/2005,VEHICLE / BOATING LAWS,"1200 WILMINGTON AVE, LOS ANGELES, CA",105-80821-2133
4/6/2005,PERSONS MISSING,"28800 RAINTREE LN, SANTA CLARITA, CA  91350",005-05483-0642
4/6/2005,LARCENY THEFT,"3900 W AVENUE K4, LANCASTER, CA  93536",405-06962-1192
4/6/2005,PERSONS MISSING,"4900 N VINCENT AVE, COVINA, CA  91722",005-01972-0866
4/6/2005,JUVENILE NON-CRIMINAL,"37700 DIXIE DR, PALMDALE, CA",105-06102-2611
4/6/2005,VANDALISM,"12000 KENNY ST, NORWALK, CA  90650",105-06597-0452
4/6/2005,VEHICLE / BOATING LAWS,"17900 GALE AVE, INDUSTRY, CA",105-05484-1418
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"2200 S ATLANTIC BLVD, COMMERCE, CA  90040",105-03927-0243
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"6300 PICO VISTA RD, PICO RIVERA, CA  90660",105-03141-1515
4/6/2005,VEHICLE / BOATING LAWS,"OCEAN VIEW BLVD AND COLMENA ST, LA CANADA, CA",105-00712-1260
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"27900 DICKASON DR, VALENCIA, CA  91355",105-05484-0607
4/6/2005,LARCENY THEFT,"14300 FIRESTONE BLVD, LA MIRADA, CA  90638",405-06598-0466
4/6/2005,SEX OFFENSES MISDEMEANORS,"17TH ST E AND SIERRA VIEW AVE, LANCASTER, CA  93535",105-06963-1135
4/6/2005,BURGLARY,"2700 RUDY ST, ROWLAND HEIGHTS, CA  91748",405-02682-2937
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"700 E AVENUE H14, LANCASTER, CA  93535",105-06964-1131
4/6/2005,NON-AGGRAVATED ASSAULTS,"40800 RANCHO VISTA BLVD, PALMDALE, CA",505-06103-2617
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"2500 E ADANA ST, COMPTON, CA",105-05115-2847
4/6/2005,NARCOTICS,"NEWMONT AVE AND 172ND ST E, LAKE LOS ANGELES, CA  93591",405-06965-1197
4/6/2005,LARCENY THEFT,"1200 E ARTESIA BLVD, COMPTON, CA",505-05116-2845
4/6/2005,JUVENILE NON-CRIMINAL,"39000 NEWPORT RD, PALMDALE, CA",105-06104-2612
4/6/2005,FRAUD AND NSF CHECKS,"18300 SIERRA HWY, CANYON COUNTRY, CA",405-05485-0631
4/6/2005,VANDALISM,"3000 COMMUNITY AVE, LA CRESCENTA, CA",105-00713-1280
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"500 BAUCHET ST, LOS ANGELES, CA  90012",005-00557-5800
4/6/2005,ACCIDENTS TRAFFIC/VEH./BOAT,"TELEGRAPH RD AND E GARFIELD AVE, COMMERCE, CA  90040",105-03928-0245
4/6/2005,ACCIDENTS TRAFFIC/VEH./BOAT,"CARMENITA RD AND 183RD ST, CERRITOS, CA  90703",105-01742-2316
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"130TH AND WILLOWBROOK, LOS ANGELES, CA",105-02442-6014
4/6/2005,FRAUD AND NSF CHECKS,"1300 HAVENHURST DR, WEST HOLLYWOOD, CA  90046",405-02373-0975
4/6/2005,BURGLARY,"8500 2ND ST, PARAMOUNT, CA  90723",405-09270-1365
4/6/2005,LARCENY THEFT,"400 HACIENDA BLVD, INDUSTRY, CA",405-05485-1414
4/6/2005,FELONIES MISCELLANEOUS,"200 3/4 N SPRING ST, COMPTON, CA  90221",405-05117-2824
4/6/2005,LARCENY THEFT,"6500 ALONDRA BLVD, PARAMOUNT, CA  90723",105-09271-1366
4/6/2005,DISORDERLY CONDUCT,"4400 EL PRIETO RD, ALTADENA, CA",105-01063-0771
4/6/2005,FELONIES MISCELLANEOUS,"6300 TELEGRAPH RD, COMMERCE, CA  90040",405-03929-0244
4/6/2005,PERSONS MISSING,"9700 DICKY ST, PICO RIVERA, CA  90660",005-03142-1515
4/6/2005,VANDALISM,"45400 KINGTREE AVE, LANCASTER, CA",105-06966-1121
4/6/2005,BURGLARY,"2400 PEPPERDALE DR, ROWLAND HEIGHTS, CA",405-02683-2935
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"21900 CLARKDALE AVE, HAWAIIAN GARDENS, CA  90716",105-09272-1351
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"15500 LARCH AVE, LAWNDALE, CA  90260",105-03330-0331
4/6/2005,GRAND THEFT AUTO,"3300 DEL MAR AVE, ROSEMEAD, CA",605-05052-0532
4/6/2005,NON-AGGRAVATED ASSAULTS,"28500 AVENUE STANFORD, SAUGUS, CA  91350",105-05486-0645
4/6/2005,FORGERY,"17600 S CENTRAL AVE, CARSON, CA",405-04340-1611
4/6/2005,JUVENILE NON-CRIMINAL,"5500 N LEAF ST, AZUSA, CA  91702",105-01973-0867
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"WILMINGTON BLVD AND COMPTON BLVD, COMPTON, CA",105-05118-2814
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"5100 KANAN RD, AGOURA, CA",105-01932-2224
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"13600 ROSECRANS, NORWALK, CA",105-06599-0454
4/6/2005,MISDEMEANORS MISCELLANEOUS,"1300 W 64TH ST, LOS ANGELES, CA  90044",105-05419-2170
4/6/2005,LARCENY THEFT,"9900 WALNUT ST, BELLFLOWER, CA  90706",405-09273-1334
4/6/2005,NARCOTICS,"100 WORLD WAY, LOS ANGELES, CA",405-00446-3415
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"SANTA MONICA AND FAIRFAX, WEST HOLLYWOOD, CA",105-02374-0975
4/6/2005,FRAUD AND NSF CHECKS,"11500 MILOANN ST, ARCADIA, CA  91006",405-05053-0585
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"43900 20TH ST E, LANCASTER, CA  93535",105-06967-1137
4/6/2005,BURGLARY,"4100 W AVENUE L, LANCASTER, CA  93536",405-06968-1139
4/6/2005,FRAUD AND NSF CHECKS,"30400 RIDGEWAY CT, CASTAIC, CA  91384",405-05487-0675
4/6/2005,LARCENY THEFT,"5000 GREGG RD, PICO RIVERA, CA  90660",105-03143-1512
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"96TH PL AND ALAMEDA ST, LOS ANGELES, CA",105-05420-2177
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"5TH ST E AND AVENUE S, PALMDALE, CA",105-06105-2611
4/6/2005,ACCIDENTS TRAFFIC/VEH./BOAT,"STIMSON AVE AND VALLEY BLVD, INDUSTRY, CA",105-05486-1415
4/6/2005,LARCENY THEFT,"800 PINEFALLS, DIAMOND BAR, CA  91789",405-02684-2928
4/6/2005,NARCOTICS,"1100 W CARSON ST, TORRANCE, CA",405-04341-1695
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"1100 KELLWILL WAY, DUARTE, CA  91010",105-05054-0541
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"700 W HARRIET ST, ALTADENA, CA",105-01064-0773
4/6/2005,LARCENY THEFT,"4300 WOODLEIGH LN, LA CANADA, CA",505-00714-1262
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"2500 BLK SAN GABRIEL BLVD, ROSEMEAD, CA",105-05055-0532
4/6/2005,FRAUD AND NSF CHECKS,"700 SEDALIA AVE, LA VERNE, CA",405-01974-0875
4/6/2005,FRAUD AND NSF CHECKS,"2200 E AVENUE Q-2, PALMDALE, CA",405-06106-2608
4/6/2005,NON-AGGRAVATED ASSAULTS,"2900 CHUCKWAGON RD, PALMDALE, CA",505-06107-2603
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"MARIANN AVE AND OLYMPIC BLVD, LOS ANGELES, CA",105-03930-0278
4/6/2005,BURGLARY,"44600 15TH ST W, LANCASTER, CA",405-06969-1125
4/6/2005,ACCIDENTS TRAFFIC/VEH./BOAT,"REEVES AVE AND DEL AMO BLVD, CARSON, CA",105-04342-1621
4/6/2005,BURGLARY,"45200 DATE AVE, LANCASTER, CA  93534",405-06970-1122
4/6/2005,VEHICLE / BOATING LAWS,"E TORRANCE BLVD AND W MAIN ST, CARSON, CA",105-04343-1617
4/6/2005,LARCENY THEFT,"14700 INDUSTRY CIR, LA MIRADA, CA",105-06601-0466
4/6/2005,NARCOTICS,"500 W WASHINGTON BLVD, LOS ANGELES, CA  90015",405-00422-8731
4/6/2005,BURGLARY,"700 W PALM ST, COMPTON, CA  90220",405-05119-2835
4/6/2005,FELONIES MISCELLANEOUS,"1400 DOHENY PL, LOS ANGELES, CA  90069",405-00447-3420
4/6/2005,NARCOTICS,"WASHINGTON BLVD AND PASSONS AVE, PICO RIVERA, CA",405-03144-1517
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"16400 WEDGEWORTH DR, HACIENDA HEIGHTS, CA",105-05487-1473
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"4900 DURFEE AVE, PICO RIVERA, CA",105-03145-1511
4/6/2005,NARCOTICS,"TELEGRAPH RD AND CERES AVE, WHITTIER, CA",405-06602-0492
4/6/2005,ACCIDENTS TRAFFIC/VEH./BOAT,"800 S LONE HILL AVE, SAN DIMAS, CA  91773",105-01975-0814
4/6/2005,NON-AGGRAVATED ASSAULTS,"27600 SIERRA HWY, SANTA CLARITA, CA  91355",505-05488-0631
4/6/2005,FRAUD AND NSF CHECKS,,405-04344-1624
4/6/2005,AGGRAVATED ASSAULT,"441 BAUCHET ST AND B-6, LOS ANGELES, CA  90012",505-00479-5100
4/6/2005,FRAUD AND NSF CHECKS,"14000 AVENIDA ESPIANA, LA MIRADA, CA",405-06603-0467
4/6/2005,LARCENY THEFT,"16900 MARQUARDT AVE, CERRITOS, CA  90703",405-01743-2319
4/6/2005,JUVENILE NON-CRIMINAL,"37000 33RD ST E, PALMDALE, CA",105-06108-2608
4/6/2005,JUVENILE NON-CRIMINAL,"14200 LEFFINGWELL RD, WHITTIER, CA  90604",105-06604-0494
4/6/2005,FORGERY,"3900 E WHITTIER BLVD, EAST LOS ANGELES, CA  90023",505-03932-0278
4/6/2005,LARCENY THEFT,"1100 E AVENUE J3, LANCASTER, CA",405-06971-1137
4/6/2005,DRUNK DRIVING VEHICLE / BOAT,"JERSEY AVE AND SIBLEY, NORWALK, CA",105-06605-0455
4/6/2005,SEX OFFENSES FELONIES,"1100 E PALMDALE BLVD, PALMDALE, CA",405-06109-2610
4/6/2005,AGGRAVATED ASSAULT,"12700 213TH ST, LAKEWOOD, CA  90715",505-09274-1328
4/6/2005,NON-AGGRAVATED ASSAULTS,"8500 SUNSET BLVD, WEST HOLLYWOOD, CA",105-02375-0987
4/6/2005,VANDALISM,"25800 PLAYER DR, SANTA CLARITA, CA  91355",405-05489-0623
4/6/2005,LARCENY THEFT,"5900 FULTON AVE, VALLEY GLEN, CA  91401",505-00423-8742
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"14100 LANNING DR, WHITTIER, CA",105-06606-0491
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"6200 E OLYMPIC BLVD, EAST LOS ANGELES, CA",105-03933-0287
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"900 E PINE, COMPTON, CA  90220",105-05120-2833
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"500 W LAUREL, COMPTON, CA  90220",105-05121-2835
4/6/2005,LARCENY THEFT,"38500 5TH ST W, PALMDALE, CA",405-06110-2611
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"43800 CHALLENGER WAY, LANCASTER, CA",105-06972-1133
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"IMPRIAL AND STUDEBAKER, NORWALK, CA",105-06607-0451
4/6/2005,NARCOTICS,"800 E ALTADENA DR, ALTADENA, CA",405-01065-0773
4/6/2005,FRAUD AND NSF CHECKS,"1500 PASCO MANZANI, SAN DIMAS, CA  91773",405-01976-0817
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"29400 THE OLD ROAD, CASTAIC, CA  91384",105-00141-5620
4/6/2005,GRAND THEFT AUTO,"10300 FOSTER RD, BELLFLOWER, CA  90706",605-09275-1331
4/6/2005,BURGLARY,"2600 DUBONNET AVE, ROSEMEAD, CA  91770",405-05056-0534
4/6/2005,LARCENY THEFT,"45200 DATE AVE, LANCASTER, CA  93534",105-06973-1122
4/6/2005,LARCENY THEFT,"17200 GALE AVE, INDUSTRY, CA",105-05488-1415
4/6/2005,SEX OFFENSES MISDEMEANORS,"LAS LOMAS RD AND HUNTINGTON DR, DUARTE, CA",105-05057-0543
4/6/2005,VEHICLE / BOATING LAWS,"DON JULIAN RD AND BASETDALE AVE, BASSETT, CA",105-05489-1461
4/6/2005,NON-AGGRAVATED ASSAULTS,"8000 SANTA MONICA BLVD, WEST HOLLYWOOD, CA  90069",405-02376-0975
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"8500 TELFAIR AVE, SUN VALLEY, CA",605-00614-3804
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"11600 S COLIMA RD, WHITTIER, CA",405-00050-2008
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"1600 CENTRAL AVE, DUARTE, CA  91010",105-05058-0541
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"170TH ST E AND E AVENUE P8, LANCASTER, CA  93535",105-06974-1197
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"11900 160TH ST, NORWALK, CA",105-06608-0458
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"AVALON BLVD AND WALNUT ST, CARSON, CA",105-04345-1611
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"18600 GRIDLEY RD, ARTESIA, CA  90701",105-09276-1349
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"500 BAUCHET ST, LOS ANGELES, CA  90012",105-00622-5120
4/6/2005,JUVENILE NON-CRIMINAL,"5100 NOBEL ST, COMMERCE, CA  90040",105-03934-0243
4/6/2005,JUVENILE NON-CRIMINAL,"13600 LAKELAND RD, WHITTIER, CA",105-06609-0495
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"1400 E AVENUE J3, LANCASTER, CA  93535",105-06975-1126
4/6/2005,NARCOTICS,"1800 W 66TH ST, LOS ANGELES, CA  90047",405-05421-2171
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"4900 BLK ROSECRANS AVE, EAST RANCHO DOMINGUEZ, CA  90221",405-05122-2851
4/6/2005,NARCOTICS,"8500 FERN AVE, ROSEMEAD, CA  91770",405-05059-0533
4/6/2005,ACCIDENTS TRAFFIC/VEH./BOAT,"500 BAUCHET ST, LOS ANGELES, CA  90012",105-00081-4300
4/6/2005,LARCENY THEFT,"1700 N ROSEMEAD BLVD, SOUTH EL MONTE, CA  91733",505-05060-0575
4/6/2005,LARCENY THEFT,"18800 S MILMORE AVE, CARSON, CA  90746",105-04346-1611
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"9500 ROSE ST, BELLFLOWER, CA  90706",105-09277-1335
4/6/2005,DISORDERLY CONDUCT,"27400 FAHREN CT, CANYON COUNTRY, CA",105-05492-0650
