INCIDENT_REPORTED_DATE,CATEGORY,ADDRESS,INCIDENT_ID
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"ROSEMEAD BLVD AND WHITMORE AVE, ROSEMEAD, CA",105-05088-0534
4/6/2005,LARCENY THEFT,"1800 N PEPPER DR, ALTADENA, CA  91001",405-01076-0777
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"1300 E PALMDALE BLVD, PALMDALE, CA  93550",405-06137-2610
4/6/2005,VEHICLE / BOATING LAWS,"BLOOMFIELD AVE AND ALONDRA BLVD, CERRITOS, CA  90703",105-01750-2319
4/6/2005,VEHICLE / BOATING LAWS,"NADEAU AVE AND ALIX AVE, LOS ANGELES, CA",105-05455-2175
4/6/2005,WEAPON LAWS,"45500 6TH ST E, LANCASTER, CA  93535",405-07006-1131
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"4500 STEVELY AVE, LAKEWOOD, CA",105-09307-1325
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"1100 E PALMDALE BLVD, PALMDALE, CA",105-06138-2610
4/6/2005,JUVENILE NON-CRIMINAL,,105-09308-1335
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"19400 STILLMORE ST, CANYON COUNTRY, CA  91351",105-05521-0612
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"1100 UNIVERSAL STUDIOS BLVD, UNIVERSAL CITY, CA  91608",505-02385-0980
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"14700 MUMS MEADOW CT, CANYON COUNTRY, CA",105-05522-0635
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"20500 SOLEDAD CANYON RD, CANYON COUNTRY, CA  91351",105-05523-0610
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"29400 THE OLD ROAD, CASTAIC, CA  91384",505-00445-5640
4/6/2005,VANDALISM,"26400 CRENSHAW BLVD, PALOS VERDES PENINSULA, CA  90274",405-01272-1753
4/6/2005,DISORDERLY CONDUCT,"400 E 132ND ST, ATHENS, CA  90061",105-05456-2141
4/6/2005,NON-AGGRAVATED ASSAULTS,"14400 SAN ESTABAN DR, LA MIRADA, CA  90638",505-06633-0472
4/6/2005,PERSONS MISSING,"200 S LA ALAMEDA ST, SAN PEDRO, CA  90731",005-01273-1750
4/6/2005,JUVENILE NON-CRIMINAL,"200 E WOODBURY RD, ALTADENA, CA  91001",105-01077-0774
4/6/2005,NARCOTICS,"E 75TH ST AND 1500 BLOCK, LOS ANGELES, CA",405-05457-2172
4/6/2005,ACCIDENTS TRAFFIC/VEH./BOAT,"TEMPLE AVE AND UNRUH AVE, LA PUENTE, CA",105-05514-1431
4/6/2005,PERSONS MISSING,"10000 PARKINSON AVE, WHITTIER, CA  90605",005-06634-0491
4/6/2005,PERSONS MISSING,"12900 TOMAHAWK, NORWALK, CA  90650",005-06635-0454
4/6/2005,NARCOTICS,"VISALIA AVE AND 154TH ST, COMPTON, CA",405-05149-2873
4/6/2005,LARCENY THEFT,"39200 10TH ST W, PALMDALE, CA",405-06139-2619
4/6/2005,SEX OFFENSES MISDEMEANORS,"1100 E AUTUMN LEAF CT, CARSON, CA",105-04369-1630
4/6/2005,AGGRAVATED ASSAULT,"21400 S PROSPECT AVE, CARSON, CA",405-04370-1622
4/6/2005,VEHICLE / BOATING LAWS,"ERNESTINE AND CORTLAND AVE, LYNWOOD, CA",105-05458-2114
4/6/2005,NON-AGGRAVATED ASSAULTS,"1200 GAYLAND AVE, HACIENDA HEIGHTS, CA",505-05515-1473
4/6/2005,FRAUD AND NSF CHECKS,"2000 S STAGIO DR, MONROVIA, CA",405-05089-0584
4/6/2005,PERSONS MISSING,"2700 LA PRESA AVE, ROSEMEAD, CA  91770",005-05090-0534
4/6/2005,FORGERY,"14000 DAGMAR AVE, LOS ANGELES, CA",105-05459-2141
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"18600 VALLEY BLVD, VALINDA, CA",105-05516-1443
4/6/2005,BURGLARY,"22700 FENWALL DR, SANTA CLARITA, CA",405-05524-0641
4/6/2005,NARCOTICS,"RUETHER AVE AND TRIANGLE RD, CANYON COUNTRY, CA  91351",405-05525-0634
4/6/2005,ROBBERY,"3100 HACIENDA BLVD, HACIENDA HEIGHTS, CA",405-05517-1471
4/6/2005,NARCOTICS,"7700 NORTON AVE, WEST HOLLYWOOD, CA",405-02387-0974
4/6/2005,SEX OFFENSES FELONIES,"3200 BANNING AVE, LYNWOOD, CA  90262",005-05460-2116
4/6/2005,PERSONS MISSING,"24300 ALEXANDRIA ST, HARBOR CITY, CA",005-04371-1698
4/6/2005,VEHICLE / BOATING LAWS,"FLORENCE AVE AND SANTA FE AVE, LOS ANGELES, CA",105-05461-2171
4/6/2005,NARCOTICS,"BULLIS RD AND PINE ST, COMPTON, CA  90220",405-05150-2821
4/6/2005,ACCIDENTS TRAFFIC/VEH./BOAT,"AVENUE L AND 90TH ST W, LANCASTER, CA",105-07007-1159
4/6/2005,NARCOTICS,"VIDORA AND VIVERO REAR, ROWLAND HEIGHTS, CA",105-02703-2932
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"27400 SIERRA HWY, CANYON COUNTRY, CA  91387",105-05526-0612
4/6/2005,VAGRANCY,"1400 S LONG BEACH BLVD, COMPTON, CA  90220",105-05151-2844
4/6/2005,VANDALISM,"22400 ELAINE AVE, HAWAIIAN GARDENS, CA  90716",105-09309-1351
4/6/2005,BURGLARY,"4500 VAIL AVE, CERRITOS, CA  90703",405-01751-2314
4/6/2005,VAGRANCY,"1400 S LONG BEACH BLVD, COMPTON, CA  90220",105-05152-2844
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"8300 HELLMAN AVE, ROSEMEAD, CA",105-05091-0533
4/6/2005,FELONIES MISCELLANEOUS,"700 E KETTERING ST, LANCASTER, CA  93535",405-07008-1132
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"HIGH VALLEY TOWN HOMES, LANCASTER, CA",105-07009-1127
4/6/2005,NON-AGGRAVATED ASSAULTS,"24700 BRIGHTON DR, SANTA CLARITA, CA  91355",505-05527-0621
4/6/2005,WEAPON LAWS,"HACIENDA BLVD AND DON JULIAN RD, INDUSTRY, CA",005-05518-1414
4/6/2005,VEHICLE / BOATING LAWS,"MAPLEGROVE ST AND VALINDA AVE, VALINDA, CA",105-05519-1440
4/6/2005,NARCOTICS,"WALTER ST AND SANTA FE AVE, LYNWOOD, CA",405-05462-2173
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"12000 FERINA, NORWALK, CA",105-06637-0456
4/6/2005,PERSONS MISSING,"44600 3RD ST E, LANCASTER, CA  93535",005-07010-1132
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"6700 S PASSONS BLVD, PICO RIVERA, CA",105-03157-1515
4/6/2005,GRAND THEFT AUTO,"3300 155TH ST, GARDENA, CA  90249",605-03349-0388
4/6/2005,VEHICLE / BOATING LAWS,"73RD AND HOOPER, FLORENCE, CA  90001",105-05463-2172
4/6/2005,JUVENILE NON-CRIMINAL,"4600 S CALICO AVE, PICO RIVERA, CA  90660",105-03158-1510
4/6/2005,DRUNK DRIVING VEHICLE / BOAT,"CARREY RD AND AMBERWOOD DR, WALNUT, CA  91789",105-02704-2914
4/6/2005,NARCOTICS,"AVALON BLVD AND REDONDO BEACH BLVD, COMPTON, CA",405-05153-2873
4/6/2005,LARCENY THEFT,"1800 HUNTSMAN CT, RANCHO PALOS VERDES, CA  90275",505-01274-1746
4/6/2005,BURGLARY,"8600 E FAIRVIEW AVE, SAN GABRIEL, CA",405-05092-0587
4/6/2005,WEAPON LAWS,"800 S MATTHISON AVE, COMPTON, CA  90221",405-05154-2835
4/6/2005,NARCOTICS,"16500 NORWALK BLVD, CERRITOS, CA  90703",405-01752-2318
4/6/2005,VEHICLE / BOATING LAWS,"PALMDALE BLVD AND 65TH ST E, PALMDALE, CA",105-06140-2607
4/6/2005,AGGRAVATED ASSAULT,"1400 75TH ST, LOS ANGELES, CA",405-05464-2172
4/6/2005,WEAPON LAWS,"1300 W 94TH ST, LOS ANGELES, CA",405-03350-0371
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"33700 SAN GABRIEL AVE, ACTON, CA",505-06141-2646
4/6/2005,FORGERY,"10TH ST W AND AVENUE K, LANCASTER, CA",405-07011-1134
4/6/2005,NARCOTICS,"BEVERLY BLVD AND ROSEMEAD BLVD, PICO RIVERA, CA",405-03159-1510
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"29400 THE OLD ROAD, CASTAIC, CA  91384",105-00446-5640
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"SEAVER DR AND MALIBU CYN, MALIBU, CA  90265",105-01947-1015
4/6/2005,DISORDERLY CONDUCT,"2700 E VICTORIA ST, RANCHO DOMINGUEZ, CA",105-04372-1692
4/6/2005,NON-AGGRAVATED ASSAULTS,"PROSPECT AVE AND MADISON ST, CARSON, CA",105-04373-1622
4/6/2005,NARCOTICS,"400 E 124TH, LOS ANGELES, CA",405-00510-3670
4/6/2005,NARCOTICS,"3900 WALNUT GROVE AVE, ROSEMEAD, CA  91770",405-05093-0531
4/6/2005,DRUNK DRIVING VEHICLE / BOAT,"23700 SAN FERNANDO RD, NEWHALL, CA  91321",105-05528-0628
4/6/2005,FELONIES MISCELLANEOUS,"700 E 219TH ST, CARSON, CA",405-04374-1618
4/6/2005,NARCOTICS,"157TH ST AND HASKINS AVE, ROSEWOOD, CA",405-05155-2873
4/6/2005,VANDALISM,"22300 BARBACOA DR, SAUGUS, CA  91350",105-05529-0641
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"500 BAUCHET ST, LOS ANGELES, CA  90012",105-00627-5120
4/6/2005,PERSONS MISSING,"28200 LODESTAR DR, SAUGUS, CA  91350",005-05530-0641
4/6/2005,VEHICLE / BOATING LAWS,"8000 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",105-02388-0975
4/6/2005,VEHICLE / BOATING LAWS,"9400 WASHINGTON BLVD, PICO RIVERA, CA  90660",105-03160-1517
4/6/2005,AGGRAVATED ASSAULT,"16900 ENGLE ST, VALINDA, CA",405-05520-1441
4/6/2005,NON-AGGRAVATED ASSAULTS,"1000 E TUCKER ST, COMPTON, CA  90220",505-05156-2823
4/6/2005,VANDALISM,"5900 BARTMUS ST, COMMERCE, CA  90040",105-03951-0244
4/6/2005,MISDEMEANORS MISCELLANEOUS,"AVENUE H12 AND ELM AVE, LANCASTER, CA  93534",105-07012-1121
4/6/2005,VANDALISM,"6100 E WASHINGTON BLVD, COMMERCE, CA  90040",105-03952-0244
4/6/2005,FELONIES MISCELLANEOUS,"SIERRA HWY AND AMERICAN BEAUTY DR, CANYON COUNTRY, CA",605-05531-0631
4/6/2005,AGGRAVATED ASSAULT,"WESTERN AVE AND 8TH ST, LOS ANGELES, CA",405-02452-6894
4/6/2005,CRIMINAL HOMICIDE,"3300 EUCLID AVE, LYNWOOD, CA  90262",005-05465-2116
4/6/2005,FELONIES MISCELLANEOUS,"100 INDIAN SCHOOL LN, CARSON, CA  90745",405-04376-1627
4/6/2005,NARCOTICS,"154TH ST AND VISALIA AVE, COMPTON, CA",405-05157-2873
4/6/2005,MISCELLANEOUS NON-CRIMINAL,"13600 ABANA ST, CERRITOS, CA  90703",505-01753-2319
4/6/2005,NON-AGGRAVATED ASSAULTS,"2600 E 131ST ST, LOS ANGELES, CA",005-05466-2138
4/6/2005,AGGRAVATED ASSAULT,"15000 LAKEWOOD BLVD, BELLFLOWER, CA  90706",405-09312-1332
4/6/2005,NARCOTICS,"9500 BLK OF WASHINGTON BLVD, PICO RIVERA, CA  90660",405-03161-1517
4/6/2005,LARCENY THEFT,"17100 COLIMA RD, HACIENDA HEIGHTS, CA",405-05521-1470
4/6/2005,SUICIDE AND ATTEMPT,"9800 SAN GABRIEL CYN RD, SAN GABRIEL, CA  91775",105-01989-0880
4/6/2005,BURGLARY,"2600 126TH ST, LOS ANGELES, CA",405-05467-2138
4/6/2005,SEX OFFENSES FELONIES,"UNKNOWN UNKNOWN, ROSEMEAD, CA",005-05094-0532
4/6/2005,ROBBERY,"FIRESTONE BLVD AND HOLMES AVE, LOS ANGELES, CA",405-05468-2177
4/6/2005,BURGLARY,"600 E KETTERING ST, LANCASTER, CA  93535",405-07013-1132
4/7/2005,NARCOTICS,"2900 HUNTINGTON DR, DUARTE, CA",405-05095-0542
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"22900 HILTON HEAD, DIAMOND BAR, CA",105-02705-2922
4/7/2005,ACCIDENTS MISCELLANEOUS,"12400 DEL AMO BLVD, LAKEWOOD, CA",405-09313-1328
4/7/2005,VANDALISM,"1100 CURSON AVE, WEST HOLLYWOOD, CA  90046",105-02389-0974
4/7/2005,GRAND THEFT AUTO,"21500 S ORRICK ST, CARSON, CA",605-04377-1618
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"13500 IMPERIAL HWY, LA MIRADA, CA",105-06638-0467
4/7/2005,NON-AGGRAVATED ASSAULTS,"100 GOLD DUST LN, CARSON, CA",505-04378-1627
4/7/2005,LARCENY THEFT,"1700 WALNUT GROVE AVE, ROSEMEAD, CA",405-05096-0535
4/7/2005,LARCENY THEFT,"25500 THE OLD ROAD RD, STEVENSON RANCH, CA  91381",405-05532-0664
4/7/2005,NARCOTICS,"AVENUE H8 AND CEDAR ST, LANCASTER, CA  93534",405-07014-1121
4/7/2005,LARCENY THEFT,"5700 ROSEMEAD BLVD, TEMPLE CITY, CA  91780",405-05097-0522
4/7/2005,GRAND THEFT AUTO,"FERNWOOD AVE AND COPELAND, LYNWOOD, CA",605-05469-2112
4/7/2005,VEHICLE / BOATING LAWS,"HEATHDALE AND GLADSTONE, AZUSA, CA",105-01990-0869
4/7/2005,PERSONS MISSING,"700 S CORAL AVE, COMPTON, CA  90220",005-05158-2835
4/7/2005,VEHICLE / BOATING LAWS,"LONG BEACH BLVD AND MYRRH AVE, COMPTON, CA",105-05159-2846
4/7/2005,DRUNK DRIVING VEHICLE / BOAT,"LOMITA BLVD AND WESTERN AVE, LOMITA, CA",105-01275-1712
4/7/2005,MISDEMEANORS MISCELLANEOUS,"1000 1/2 FRASER AVE, EAST LOS ANGELES, CA  90022",105-03953-0284
4/7/2005,NARCOTICS,"22100 S MAIN ST, CARSON, CA",405-04379-1618
4/7/2005,NARCOTICS,"17400 GALE AVE, INDUSTRY, CA",405-05522-1418
4/7/2005,VANDALISM,"25300 VIA SISTINE, VALENCIA, CA  91355",405-05534-0624
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"17400 GALE AVE, INDUSTRY, CA",105-05523-1418
4/7/2005,VEHICLE / BOATING LAWS,"OLIVE ST AND FIGUEROA, ALTADENA, CA",105-01078-0772
4/7/2005,BURGLARY,"300 E 220TH ST, CARSON, CA  90745",405-04380-1618
4/7/2005,VEHICLE / BOATING LAWS,"ALONDRA BLVD AND LONG BEACH BLVD, COMPTON, CA",105-05160-2846
4/7/2005,SEX OFFENSES MISDEMEANORS,"1600 S LONG BEACH BLVD, COMPTON, CA",105-05161-2843
4/7/2005,ARSON,,405-06639-0451
4/7/2005,VANDALISM,"3600 RANCHO CLUB DR, PALMDALE, CA",105-06142-2612
4/7/2005,VEHICLE / BOATING LAWS,"3100 BLK SAN GABRIEL BLVD, ROSEMEAD, CA",105-05098-0532
4/7/2005,AGGRAVATED ASSAULT,"4200 PERRY ST, EAST LOS ANGELES, CA  90023",405-03954-0273
4/7/2005,AGGRAVATED ASSAULT,"FLORENCE AVE AND CENTRAL AVE, FLORENCE, CA  90001",405-05471-2170
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"19200 S MAIN ST, CARSON, CA",105-04381-1610
4/7/2005,NARCOTICS,"CANTARIA AVE AND LA CORTITA ST, ROWLAND HEIGHTS, CA  91748",405-02706-2931
4/7/2005,VEHICLE / BOATING LAWS,"TYLER AND RUSH, SOUTH EL MONTE, CA",105-05099-0562
4/7/2005,DRUNK DRIVING VEHICLE / BOAT,"10200 WASHINGTON ST, BELLFLOWER, CA  90706",105-09314-1333
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"1300 S DOWNEY RD, EAST LOS ANGELES, CA  90023",105-03955-0278
4/7/2005,AGGRAVATED ASSAULT,"4300 LIVE OAK AVE, ARCADIA, CA",405-05100-0584
4/7/2005,NON-AGGRAVATED ASSAULTS,"SANTA FE AVE AND SANTA ANA ST, HUNTINGTON PARK, CA",505-05472-2178
4/7/2005,ACCIDENTS TRAFFIC/VEH./BOAT,"MAGIC MOUNTAIN PKWY AND MCBEAN PKWY, SANTA CLARITA, CA",105-05535-0644
4/7/2005,NON-AGGRAVATED ASSAULTS,"SAND CANYON RD AND DELONE DR, CANYON COUNTRY, CA  91351",505-05536-0632
4/7/2005,VEHICLE / BOATING LAWS,"3600 FOOTHILL BLVD, LA CRESCENTA, CA",105-00719-1286
4/7/2005,BURGLARY,"24300 VALENCIA BLVD, VALENCIA, CA  91355",405-05537-0608
4/7/2005,BURGLARY,"3300 LYNWOOD RD, LYNWOOD, CA  90262",405-05473-2117
4/7/2005,DISORDERLY CONDUCT,"1100 UNIVERSAL STUDIOS BLVD, UNIVERSAL CITY, CA  91608",405-02390-0980
4/7/2005,NON-AGGRAVATED ASSAULTS,"40500 30TH ST W, PALMDALE, CA  93551",505-06143-2640
4/7/2005,WEAPON LAWS,"2600 127TH ST, LOS ANGELES, CA",405-05474-2138
4/7/2005,VEHICLE / BOATING LAWS,"ROSEMEAD BLVD AND CALIFORNIA BLVD, SAN GABRIEL, CA",105-05101-0590
4/7/2005,NARCOTICS,"167TH ST E AND AWEETAIRE AVE, LAKE LOS ANGELES, CA  93535",405-07016-1197
4/7/2005,VEHICLE / BOATING LAWS,"HARBOR AND WHITTIER, LA HABRA HEIGHTS, CA",105-05524-1453
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"10900 FIRESTONE AVE, NORWALK, CA",105-06640-0451
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"10900 FIRESTONE AVE, NORWALK, CA",105-06641-0451
4/7/2005,BURGLARY,"44200 BEECH AVE, LANCASTER, CA  93534",405-07017-1123
4/7/2005,DRUNK / ALCOHOL / DRUGS,"LA CIENEGA BLVD AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA",105-02391-0975
4/7/2005,LIQUOR LAWS,"LONG BEACH BLVD AND PECK ST, COMPTON, CA",105-05162-2825
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"8TH ST E, PALMDALE, CA",105-06144-2637
4/7/2005,NARCOTICS,"WASHINGTON BLVD AND MARENGO AVE, ALTADENA, CA",405-01079-0777
4/7/2005,VEHICLE / BOATING LAWS,"5300 CLARK AVE, LAKEWOOD, CA",105-09316-1329
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"8600 ELBURG ST, PARAMOUNT, CA  90723",105-09317-1365
4/7/2005,JUVENILE NON-CRIMINAL,"13000 S LIME ST, EAST RANCHO DOMINGUEZ, CA",105-05163-2851
4/7/2005,DISORDERLY CONDUCT,"45800 BALMORAL CT, LANCASTER, CA  93536",105-07018-1121
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"1500 MARKDALE AVE, BOSTON, MA",105-06642-0454
4/7/2005,VEHICLE / BOATING LAWS,"38900 8TH ST E, PALMDALE, CA  93550",405-06145-2637
4/7/2005,PERSONS MISSING,"1600 W KILDARE ST, LANCASTER, CA  93534",005-07019-1125
4/7/2005,DRUNK DRIVING VEHICLE / BOAT,"GOLDEN SPRINGS DR AND PLANTINA DR, DIAMOND BAR, CA  91765",105-02707-2923
4/7/2005,NARCOTICS,"2700 DELTA AVE, ROSEMEAD, CA  91770",405-05102-0533
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"9600 CALMADA AVE, WHITTIER, CA  90605",105-06643-0491
4/7/2005,NARCOTICS,"ATLANTIC AVE AND LAVINIA ST, LYNWOOD, CA",405-00512-3670
4/7/2005,PERSONS MISSING,"20800 THORNLAKE AVE, LAKEWOOD, CA  90715",005-09318-1328
4/7/2005,NON-AGGRAVATED ASSAULTS,"7500 MIRAMONTE BLVD, LOS ANGELES, CA",505-05475-2171
4/7/2005,NARCOTICS,"COMPTON BLVD AND STANFORD AVE, COMPTON, CA  90220",405-05164-2872
4/7/2005,VEHICLE / BOATING LAWS,"DATE AVE AND AVENUE H12, LANCASTER, CA  93534",105-07020-1121
4/7/2005,LARCENY THEFT,"14700 ANSFORD ST, HACIENDA HEIGHTS, CA",405-05525-1478
4/7/2005,DRUNK DRIVING VEHICLE / BOAT,"8800 SANTA MONICA BLVD, WEST HOLLYWOOD, CA",105-02392-0976
4/7/2005,NARCOTICS,"6400 SIVERETTE DR, PICO RIVERA, CA  90660",405-03162-1513
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"23500 S AVALON BLVD, CARSON, CA",105-04382-1624
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"16600 W SIERRA HWY, CANYON COUNTRY, CA",105-05538-0631
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"25400 THE OLD ROAD RD, STEVENSON RANCH, CA",105-05539-0661
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"25400 THE OLD ROAD RD, STEVENSON RANCH, CA",105-05540-0661
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"25400 THE OLD ROAD RD, STEVENSON RANCH, CA",105-05541-0661
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"23800 VALLE DEL ORO, SANTA CLARITA, CA  91355",105-05542-0627
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"24400 BOTTLE TREE, SANTA CLARITA, CA  91355",105-05543-0627
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"27400 RED BUD PL, CANYON COUNTRY, CA  91351",105-05544-0650
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"23800 VALLE DEL ORO, SANTA CLARITA, CA  91350",105-05545-0627
4/7/2005,AGGRAVATED ASSAULT,"SANTA MONICA BLVD AND OVERLAND DR, LOS ANGELES, CA",405-02453-6878
4/7/2005,NARCOTICS,"AMELIA AVE AND 5TH ST, SAN DIMAS, CA  91773",405-01991-0812
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"23500 S AVALON BLVD, CARSON, CA",105-04383-1627
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"100 FWY, LANCASTER, CA",505-07021-1137
4/7/2005,NARCOTICS,"RATH AND LEBORGNE, WEST VALINDA, CA",405-05526-1420
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"800 W AVENUE H8, LANCASTER, CA  93534",105-07022-1121
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"17000 LAKEWOOD BLVD, BELLFLOWER, CA  90706",105-09319-1334
4/7/2005,NON-AGGRAVATED ASSAULTS,"39100 DIANRON RD, PALMDALE, CA",505-06146-2612
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"CENTER AVE AND CALDWELL ST, COMPTON, CA",405-05165-2836
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"12400 E DEL AMO BLVD, LAKEWOOD, CA",105-09320-1328
4/7/2005,MISCELLANEOUS NON-CRIMINAL,"12500 E CARSON ST, HAWAIIAN GARDENS, CA  90716",105-09321-1352
4/7/2005,PERSONS MISSING,"44200 63RD ST W, LANCASTER, CA  93536",105-07023-1159
